Gender,HoursStudied/Week,Tutoring,Region,Attendance(%),Parent Education,Exam_Score
Male,10,No,Urban,54.7,Tertiary,63.1
Female,5.7,No,Rural,64.6,Secondary,49.2
Male,14.9,No,Rural,98.5,Tertiary,86.9
Male,5.3,No,Rural,56,Primary,38.2
Female,8.5,No,Urban,78.8,Tertiary,67.3
Male,9.5,Yes,Rural,73.3,None,71.7
Female,7.3,No,Rural,58.4,None,45
Male,8.7,No,Urban,52.5,Secondary,46.1
Male,9.8,No,Urban,58.2,Tertiary,53.6
Female,12.4,No,Rural,65.9,Secondary,72.6
Male,3.2,Yes,Urban,83.9,None,55.3
Female,9,No,Rural,89.5,Tertiary,75.8
Male,8.4,No,Urban,80.7,Primary,61
Female,8.4,No,Urban,58.2,Secondary,59
Male,16,No,Urban,83.9,None,90.3
Male,7.7,No,Urban,85.1,Tertiary,58.3
Female,13.8,Yes,Rural,95.8,None,90.3
Female,12,No,Urban,62.7,Tertiary,73.5
Male,8.1,No,Rural,84.1,Primary,65.5
Female,12,No,Urban,99.3,Primary,89
Male,10.3,No,Urban,72.3,Primary,62.1
Male,11.6,No,Urban,88,Primary,73.8
Male,7.7,Yes,Urban,55.8,Primary,69.3
Female,14.3,No,Urban,83.6,Tertiary,93.9
Female,8.1,No,Rural,56.6,Secondary,51
Female,9.1,No,Urban,87.1,Secondary,65.4
Male,14.9,Yes,Rural,75,Primary,97
Male,9.4,No,Urban,77.2,Tertiary,70.3
Male,9.6,No,Urban,94.1,Secondary,74.4
Female,12.1,No,Rural,81.4,Secondary,90.5
Male,16,Yes,Urban,70.6,Primary,100
Female,7.8,Yes,Urban,72.1,Tertiary,82.5
Female,10.6,No,Urban,77.1,Primary,68.9
Female,11.6,No,Urban,83.2,None,76.7
Female,8.7,No,Urban,53.9,Secondary,62
Female,7.8,No,Urban,85.1,Primary,66.7
Male,14.1,No,Urban,72.8,Primary,81.2
Male,8.5,No,Urban,53.3,Secondary,51.8
Male,15.7,Yes,Rural,69.9,Secondary,100
Male,4.8,No,Rural,99,Primary,61.7
Female,11.2,No,Urban,57.1,Secondary,72.7
Female,12.5,No,Rural,56.5,Secondary,69.4
Female,11.8,No,Urban,70.7,Secondary,72.3
Male,6.5,No,Urban,96,Primary,59.2
Male,4.7,Yes,Rural,87,Secondary,61
Female,6.7,Yes,Urban,56.1,Secondary,66.5
Male,14.2,No,Urban,85.9,Tertiary,90.1
Male,15.1,Yes,Urban,77.2,Secondary,100
Male,7.7,Yes,Urban,89,Secondary,80.3
Female,16,No,Rural,94,Secondary,97.1
Male,9.2,Yes,Urban,76.3,Tertiary,92.7
Female,13.2,No,Urban,60.9,Tertiary,78.4
Male,10,No,Urban,52.6,Tertiary,52.8
Female,9.1,No,Rural,98.9,Primary,63.2
Male,13.8,Yes,Urban,90.8,Secondary,100
Male,15.1,Yes,Urban,99.8,Secondary,100
Female,14.6,No,Rural,92.7,Tertiary,87.8
Female,10,No,Rural,55.7,Tertiary,54.5
Female,11.3,No,Urban,95.7,Secondary,86.5
Male,11.4,No,Urban,56.6,Secondary,67.5
Female,16,Yes,Rural,67.9,Secondary,100
Male,6.7,No,Rural,70.3,Tertiary,51.9
Female,9.7,No,Rural,51,Secondary,54.1
Male,6.4,No,Rural,55.7,Secondary,43.1
Male,9.8,No,Rural,95.6,Tertiary,75.1
Male,8.2,Yes,Rural,95.6,Secondary,81.2
Female,12.8,No,Urban,93.1,Secondary,86.5
Male,5.9,No,Urban,57.2,Secondary,36.4
Female,16,No,Urban,65.4,Secondary,80.5
Male,12.6,No,Urban,63.2,Tertiary,71.2
Male,4.1,No,Urban,82.4,Secondary,49
Male,7,No,Urban,91.9,Tertiary,63.2
Male,7.6,No,Urban,96.8,Tertiary,62.3
Female,3.7,No,Urban,66.9,Tertiary,40.3
Male,15.5,No,Urban,68.3,Primary,88.6
Male,7.2,No,Urban,89.5,Secondary,61.2
Female,7.9,No,Rural,74,Secondary,59.6
Male,5.5,No,Urban,93.8,Primary,56.6
Female,10.2,No,Urban,71.5,Primary,79.1
Female,9.1,Yes,Urban,98.9,Secondary,96.8
Male,10.4,No,Rural,76.7,Secondary,66.7
Male,12.3,Yes,Rural,85.5,Secondary,93.4
Female,7.9,No,Urban,68.7,Secondary,60.3
Female,8.9,No,Rural,78.2,Primary,55.1
Female,6.2,Yes,Rural,97,Secondary,79.8
Female,0.3,Yes,Urban,57.9,Secondary,43.7
Female,9.5,Yes,Urban,98.9,Primary,90.1
Female,4.1,Yes,Urban,78,Primary,66.1
Female,14,No,Urban,92.4,Secondary,85.2
Female,10.8,Yes,Rural,78.4,Primary,76.1
Male,11.5,No,Rural,77.3,Primary,64.7
Female,8.7,No,Rural,96,Secondary,69.2
Male,4.5,Yes,Urban,68.4,None,60.8
Male,14.1,No,Rural,68.7,Secondary,82.4
Female,11.3,Yes,Urban,94,Tertiary,100
Female,5.5,Yes,Rural,91.4,Tertiary,68.7
Male,14.4,Yes,Rural,66.5,Secondary,99.1
Male,7.1,No,Urban,63.9,Primary,52.9
Female,13.6,No,Urban,56.1,Secondary,84.6
Female,12.6,No,Urban,78,Primary,74.6
Female,9.5,Yes,Rural,75.1,Tertiary,85.1
Female,14.2,No,Urban,75.9,Tertiary,88.6
Male,12.5,No,Urban,90.7,Primary,77.3
Male,2.7,No,Urban,88.6,None,40.8
Male,13.5,Yes,Rural,78.6,Tertiary,99.3
Male,16,No,Urban,55.3,Tertiary,87.1
Male,14,Yes,Urban,70.6,Primary,99.7
Male,10.4,No,Urban,78,Primary,68.1
Male,10.2,Yes,Urban,75.2,Secondary,82.8
Female,7.4,No,Rural,95.2,Tertiary,71.9
Female,7.9,Yes,Rural,92.1,Primary,80
Female,9.6,Yes,Urban,55.2,Secondary,71.2
Female,7.6,No,Urban,99.1,Secondary,77.8
Male,10.1,No,Urban,69,Secondary,66.9
Male,16,No,Rural,94,Primary,88.8
Female,6.3,No,Urban,70.5,Secondary,64
Male,14.8,No,Urban,64.5,Tertiary,84.7
Male,9.4,No,Rural,85.4,Secondary,60.4
Male,9.7,No,Rural,73.5,Primary,56.7
Male,9.5,No,Urban,85.6,Tertiary,75.7
Female,16,No,Rural,58.1,Secondary,79.7
Female,8.5,No,Urban,84.6,Primary,72.2
Female,14.2,No,Urban,88.4,Secondary,95.3
Female,15,No,Rural,64.4,Secondary,86.6
Male,5.6,Yes,Rural,93.9,None,65.9
Female,11.3,No,Rural,90.1,None,70.1
Male,11.4,No,Rural,83.4,Tertiary,66.4
Female,11.2,No,Urban,57.8,Tertiary,74.6
Male,6.9,No,Urban,99.4,Secondary,63.5
Female,11,No,Rural,91.5,Tertiary,73.4
Male,9.8,No,Urban,75.2,Secondary,67.5
Male,5.3,Yes,Rural,98.2,Tertiary,66.8
Male,6.9,Yes,Urban,66.4,Tertiary,63.2
Male,7.4,No,Urban,93.7,Tertiary,61
Male,12.2,No,Rural,69,Secondary,70.2
Male,16,No,Urban,79.6,Primary,87.6
Male,9.7,Yes,Rural,54.1,None,62.4
Male,4.8,No,Urban,61.7,Secondary,43.1
Male,7.5,No,Urban,63.7,None,42.6
Female,9.8,Yes,Urban,94,Tertiary,85.7
Female,7.5,No,Rural,92.1,Secondary,62.8
Female,11.5,Yes,Urban,97.2,Tertiary,98.5
Female,9.1,No,Urban,79.6,Secondary,67.8
Female,5.3,Yes,Rural,91.8,None,54.6
Male,15.2,No,Urban,86.6,Tertiary,100
Female,12.8,No,Rural,84.5,Tertiary,88.1
Female,10,No,Urban,55.6,Secondary,73.3
Male,10.6,Yes,Urban,83.9,Secondary,86.9
Female,10.2,No,Urban,52.8,None,67.8
Female,10.9,Yes,Rural,76,Secondary,82.3
Male,5.5,No,Urban,50.5,None,46.4
Female,15.5,No,Urban,58.2,Secondary,82.2
Female,14.2,No,Rural,84.3,Primary,87.8
Male,3.8,Yes,Urban,62.3,Tertiary,47.3
Male,3.2,No,Urban,54.1,Secondary,37.8
Male,14.6,No,Urban,68.2,None,85.4
Male,8.9,Yes,Rural,90.8,Primary,79.8
Female,9.5,No,Urban,97.1,Secondary,78.7
Female,10.1,Yes,Rural,60.7,Tertiary,77.2
Female,12.5,No,Rural,64.9,Primary,70.8
Male,16,No,Urban,68.4,Tertiary,98
Female,10.2,No,Rural,96.2,Primary,73.1
Male,8.4,No,Urban,84.5,Secondary,67.3
Female,8.4,Yes,Rural,54.5,Primary,63
Male,9.6,Yes,Rural,98.1,Tertiary,85.8
Female,7.3,No,Urban,64.1,Secondary,49.1
Female,10.6,No,Urban,72.3,Tertiary,74.9
Male,9.7,Yes,Rural,99.2,Primary,94.4
Male,7.8,No,Urban,71.3,Primary,61
Male,7,Yes,Urban,83.3,Tertiary,68.7
Female,10.3,Yes,Rural,87.3,Secondary,86.8
Female,7.7,Yes,Rural,93.6,None,75.3
Male,2.1,Yes,Urban,72.5,Tertiary,46.2
Male,7.9,No,Urban,54.7,Primary,57.8
Male,9.6,No,Urban,67.9,Primary,57.7
Male,5.1,No,Rural,78.7,Secondary,42.9
Female,13.6,No,Urban,87.1,Secondary,81.3
Male,13.2,No,Rural,83.5,Primary,75.5
Male,13.2,Yes,Rural,79,Secondary,95.8
Female,10.7,Yes,Rural,66.4,Secondary,82
Female,13.2,No,Urban,67.3,Secondary,75.8
Male,8.7,No,Urban,89.1,Secondary,67.4
Female,5.7,No,Urban,79.8,Tertiary,48.6
Male,13.5,No,Urban,78.7,Secondary,81.9
Female,14.2,Yes,Urban,79.8,Tertiary,100
Female,4.8,No,Rural,87.9,Secondary,54.8
Male,8.7,No,Urban,97.5,Secondary,63.6
Female,10.4,No,Rural,65.1,Secondary,66.8
Male,16,Yes,Urban,99.1,Tertiary,100
Male,14,No,Rural,70.8,None,78.7
Female,13.1,Yes,Urban,99.4,Primary,100
Female,7.2,No,Urban,58.4,Secondary,56.8
Male,9.8,No,Rural,94.1,Tertiary,72.1
Female,9.3,No,Urban,65.4,Tertiary,68.6
Female,7.6,No,Rural,85.8,Tertiary,55
Female,7.4,No,Urban,91.3,Tertiary,63.8
Male,16,No,Rural,58.5,Tertiary,81.4
Female,8.8,Yes,Rural,57.2,Secondary,71.1
Female,13.2,No,Rural,60.4,Tertiary,81.1
Male,11.3,Yes,Rural,85.6,Primary,85.8
Female,10.2,No,Urban,98.9,Tertiary,74.8
Male,6.2,No,Urban,70.5,Tertiary,51.2
Male,14.8,No,Rural,54.9,Tertiary,83.6
Male,9.4,Yes,Urban,74.7,Secondary,79.9
Male,12.7,No,Urban,55.7,Tertiary,68.5
Female,14.6,Yes,Urban,59.7,None,100
Male,8.1,No,Urban,69.1,Secondary,67.9
Male,13.8,No,Urban,64.6,Secondary,81.1
Male,11.4,No,Urban,91.3,Secondary,76.4
Female,12.5,Yes,Urban,94.8,Primary,100
Male,13.4,No,Urban,94.1,Secondary,84.9
Male,16,Yes,Rural,96.1,Tertiary,100
Male,7.8,Yes,Urban,60.4,Tertiary,70.8
Male,0.9,No,Urban,67.4,Tertiary,30.1
Male,15.1,Yes,Urban,85.1,None,100
Male,9.3,No,Urban,63.3,Secondary,61.4
Male,12.3,No,Urban,62.7,Primary,74.7
Male,5.1,Yes,Rural,62.9,Secondary,56.2
Male,16,No,Urban,80.9,Secondary,94.5
Male,15,Yes,Urban,72.8,Secondary,97.2
Male,16,Yes,Rural,90.7,Primary,100
Male,5,No,Rural,86.9,Secondary,49.6
Female,5,No,Rural,64.3,Tertiary,46.7
Female,16,No,Urban,68.1,Secondary,86.6
Male,1.5,No,Urban,83.7,None,38
Female,11.6,No,Urban,67.2,Tertiary,66.8
Female,12.8,Yes,Urban,82.9,Secondary,99.6
Female,6.6,Yes,Rural,97.7,Tertiary,81
Male,9.7,No,Rural,74.2,Tertiary,68.5
Female,16,No,Rural,87,Tertiary,95.2
Female,7.5,No,Rural,76,Secondary,63.3
Male,13.7,No,Rural,83.7,Tertiary,86.3
Female,16,No,Rural,90.2,Secondary,93.6
Female,13.3,Yes,Urban,88.7,Primary,91.9
Female,12,No,Urban,56.5,Tertiary,70.5
Female,13.5,No,Urban,50.4,Tertiary,81.6
Male,8.9,Yes,Rural,83,None,77
Female,13.3,Yes,Urban,86.4,Tertiary,98.6
Male,8.5,No,Rural,61.7,Secondary,61.4
Female,12,No,Urban,98.1,Tertiary,81.4
Female,16,Yes,Urban,87.9,Primary,100
Female,11.5,No,Urban,75.6,Secondary,72.7
Female,4.8,No,Urban,54.8,Primary,43.8
Female,16,No,Urban,80,Tertiary,94.9
Male,9.8,No,Rural,56,Primary,55.1
Male,9.4,No,Urban,84.4,Secondary,63.8
Male,7.2,No,Urban,71.1,Primary,55.3
Female,4.4,No,Urban,80.9,Tertiary,56.6
Male,11.5,No,Urban,99.6,Primary,85.9
Female,7.5,No,Urban,65.7,Tertiary,62.4
Male,7.5,No,Urban,86.6,Secondary,64.2
Male,0,No,Urban,80.8,Tertiary,32.7
Male,9.8,Yes,Rural,92.8,Secondary,91.8
Female,6.1,Yes,Rural,99.6,Secondary,72.2
Male,14,Yes,Rural,95.2,Secondary,95.5
Female,8.5,No,Rural,54.3,Primary,53.7
Male,15.2,No,Urban,80.5,Secondary,86.5
Female,5.1,No,Urban,65.4,Primary,45.2
Female,6.9,No,Urban,96.8,Primary,68.2
Female,9.6,Yes,Urban,68.4,Secondary,83.8
Female,9.5,Yes,Rural,84.6,Primary,89.3
Female,1.7,Yes,Urban,65.1,Secondary,52
Female,15.3,No,Urban,74.6,Primary,90.3
Female,7.8,Yes,Rural,86.6,Primary,72.3
Female,2.5,No,Rural,99.2,Tertiary,50.4
Female,8.3,Yes,Urban,97.1,Secondary,78
Female,15,Yes,Urban,84.6,Tertiary,100
Male,1.9,No,Urban,52.5,Secondary,26.9
Female,14.6,No,Urban,55.6,None,79.8
Male,11.3,No,Rural,96.4,Primary,78.2
Male,9.4,No,Rural,70.7,Tertiary,64.1
Female,8.7,No,Urban,80.4,Secondary,67.1
Male,12.2,No,Urban,92.9,Tertiary,75.3
Female,12.2,Yes,Rural,93.4,Secondary,100
Female,13.2,No,Urban,69.3,Primary,86.4
Male,6,No,Urban,79.3,Tertiary,53.9
Female,9,No,Rural,84.4,None,61.2
Male,11.8,Yes,Rural,72,Tertiary,91.2
Male,14.5,No,Rural,78.1,Secondary,90.8
Male,16,No,Rural,77.1,Secondary,87.8
Male,10.1,No,Rural,89.3,Primary,73.8
Female,16,Yes,Urban,90.2,Secondary,100
Female,7.6,No,Rural,96.6,Tertiary,69.2
Female,12.6,No,Urban,97.1,Secondary,80.2
Male,11.4,Yes,Urban,97.2,Primary,82.1
Female,7.8,No,Urban,50.8,Primary,55.7
Male,15.4,Yes,Urban,60.1,None,98.1
Male,13.4,Yes,Urban,75,Primary,90.6
Male,16,Yes,Urban,53.8,Secondary,95.3
Male,1.7,No,Urban,99.8,Tertiary,44.6
Male,9.4,No,Rural,93.3,Secondary,63.6
Male,9.1,No,Urban,52.4,Tertiary,50.9
Female,11.4,Yes,Rural,94.4,Primary,90.2
Female,16,Yes,Urban,66.2,Tertiary,100
Female,10.8,No,Rural,98.3,Secondary,69.8
Male,9.6,No,Urban,66.6,Primary,68.8
Male,7.2,No,Urban,61.3,Primary,58.1
Female,4.2,No,Urban,64.4,Primary,47.2
Female,4.3,No,Rural,79.3,Tertiary,43.1
Female,15.4,No,Urban,77.9,Secondary,96.2
Male,14.7,Yes,Urban,76.6,Secondary,100
Female,10.4,No,Rural,53.4,Secondary,64.4
Female,0,Yes,Urban,85.6,Tertiary,44.6
Male,12.2,No,Urban,65.8,Tertiary,78.7
Male,3,No,Urban,76.6,None,37.8
Female,12.7,No,Rural,83,Secondary,76.6
Female,14.7,Yes,Urban,92,Tertiary,100
Male,10.4,No,Rural,65.5,Tertiary,60.7
Male,14.1,No,Rural,73.8,Primary,77.5
Male,6.1,No,Urban,82.4,Secondary,67.1
Male,3.8,Yes,Urban,80.6,Secondary,50.4
Female,6.7,Yes,Rural,91.4,Secondary,83.3
Female,7.4,Yes,Urban,63.9,Secondary,66.5
Female,9.7,No,Urban,53.2,Tertiary,62.7
Female,16,No,Rural,63.5,Secondary,79.7
Female,8.8,No,Rural,96.1,Secondary,66.6
Male,1.3,Yes,Urban,75.7,Secondary,45.2
Male,8.3,No,Rural,56.6,None,47.8
Female,9.2,No,Urban,96.9,Primary,79.8
Male,10.1,No,Rural,50.9,Secondary,58.9
Female,12.9,No,Rural,69.8,Primary,75.2
Female,9.2,Yes,Rural,67.2,Tertiary,78.2
Female,10.1,No,Urban,92.1,Primary,74.1
Female,7.5,Yes,Urban,66.5,Tertiary,76.5
Male,5.1,No,Rural,80.2,Tertiary,48.7
Female,10.1,No,Urban,72.8,Secondary,71.7
Female,9.3,Yes,Urban,63.8,Tertiary,86.4
Female,6.5,No,Urban,99.7,Tertiary,70.3
Male,5,Yes,Rural,71.2,Primary,57.4
Female,16,No,Rural,68.5,Tertiary,97.5
Male,13.4,No,Rural,80.9,Primary,70.7
Male,10.1,Yes,Urban,65.8,Tertiary,83.7
Female,8.4,Yes,Urban,75.3,Secondary,77.5
Male,16,No,Urban,73.4,Secondary,93
Male,5.6,Yes,Urban,84.1,Secondary,74.9
Female,10.4,No,Urban,73,Secondary,62.8
Female,9.4,No,Rural,63.3,Primary,65
Male,9.2,No,Urban,96,Secondary,68.9
Female,6.5,Yes,Urban,62.6,Primary,65.9
Male,10.6,No,Urban,86.8,Secondary,71.5
Female,9.6,No,Rural,54.7,Secondary,54.6
Female,0,No,Rural,73.5,Secondary,29.3
Female,7.4,Yes,Urban,78.5,Secondary,72.3
Male,4.5,Yes,Rural,72,Tertiary,66.3
Male,15.4,No,Urban,93.2,Secondary,90.5
Male,10.8,No,Urban,85.5,None,64.3
Female,14.1,No,Urban,93.6,Tertiary,95
Male,8.6,Yes,Rural,88.7,Primary,72.8
Female,14.1,Yes,Urban,58.7,Tertiary,99.5
Female,13.1,No,Rural,91.4,Primary,82.2
Male,4.1,Yes,Urban,69.2,Primary,50.6
Female,12,Yes,Rural,53.5,Tertiary,84.9
Male,12,No,Rural,56.5,None,60.6
Female,7.1,Yes,Urban,99.9,None,81.6
Male,12.4,No,Urban,58.3,Secondary,77.9
Female,6.2,Yes,Urban,66.4,Secondary,64.4
Female,11.5,Yes,Rural,59.9,Primary,75
Male,10.8,No,Urban,82,Tertiary,73.9
Male,16,Yes,Rural,61.8,Tertiary,88.4
Female,16,No,Rural,63.2,Secondary,83.8
Male,7.4,No,Rural,99,Primary,66.7
Female,13.9,No,Rural,66.1,Tertiary,80.8
Female,16,No,Urban,93.8,Tertiary,100
Female,3.2,No,Rural,96.4,Tertiary,40.2
Female,9.9,Yes,Urban,50.8,Secondary,79.5
Female,7.1,No,Urban,95.3,Tertiary,53.1
Male,7.9,Yes,Rural,81.8,Secondary,71.4
Male,9,No,Urban,54.7,Secondary,60.5
Male,13.7,Yes,Urban,88.1,None,100
Female,14.4,No,Urban,63.5,Secondary,78.1
Male,15.6,Yes,Urban,50.3,Tertiary,94.6
Male,8.1,No,Urban,89.4,Tertiary,71.6
Male,13.1,No,Rural,81.7,Secondary,82.4
Female,8.8,No,Rural,53.9,Tertiary,62.1
Male,11.4,Yes,Urban,52,Secondary,78.3
Male,0,Yes,Urban,82.5,Tertiary,46.1
Male,11.3,No,Urban,55.7,Tertiary,64.5
Female,8.3,No,Urban,86.5,Secondary,67.9
Male,15.2,No,Rural,97.2,None,88.3
Female,14.7,No,Urban,98.9,Tertiary,97.1
Female,13.5,Yes,Urban,98.3,Tertiary,100
Male,11.4,No,Urban,63.2,Tertiary,59.8
Female,11.6,No,Urban,59.4,Secondary,69.2
Male,7.9,Yes,Urban,52,Primary,57.2
Female,15.1,No,Urban,88.7,None,94
Male,15,No,Urban,60.4,Tertiary,76.4
Male,9,No,Rural,74.3,Tertiary,60.3
Female,12.9,No,Rural,83.1,Tertiary,83.7
Male,7.2,No,Rural,68.2,Tertiary,58.8
Female,14.3,Yes,Urban,50.6,Tertiary,93.7
Male,14,No,Urban,88.6,Primary,86
Female,8.9,No,Rural,70.1,Secondary,65.2
Female,16,No,Urban,81.6,Tertiary,100
Female,9.3,No,Rural,70.2,Tertiary,65.9
Female,5.3,No,Urban,88.4,Tertiary,59.4
Female,16,No,Urban,77.8,Tertiary,95.4
Male,11.1,No,Rural,56.3,None,72.6
Male,14.4,Yes,Urban,84,Tertiary,100
Female,14.2,Yes,Urban,92.9,None,99.2
Male,13.9,No,Urban,53.7,Tertiary,84.2
Male,3.8,No,Urban,51.1,Secondary,40.4
Female,8.5,Yes,Rural,100,Primary,87.6
Female,6.2,Yes,Rural,59.6,Primary,53.8
Female,16,Yes,Rural,58.1,None,96.3
Female,7.4,No,Urban,56.4,Secondary,55.1
Male,16,Yes,Urban,55.8,Tertiary,100
Male,13,Yes,Rural,71,Secondary,92.2
Female,4,Yes,Urban,94.3,Tertiary,50.3
Male,10.9,Yes,Urban,55.4,Tertiary,79.4
Male,8.4,No,Urban,58.1,Tertiary,58.2
Female,8.7,Yes,Rural,55.6,Secondary,74
Male,11.6,No,Urban,89.3,Primary,71.4
Male,8.1,Yes,Urban,81.2,Secondary,71.4
Female,3.9,Yes,Urban,86.6,Tertiary,73.4
Male,12.8,No,Urban,98.4,Secondary,88.7
Male,9.1,No,Urban,88.5,Primary,60.2
Male,5.5,Yes,Rural,69.3,Secondary,67.6
Female,16,No,Rural,95.5,Secondary,94.5
Female,9.3,Yes,Rural,55.4,Primary,71.1
Male,8.1,No,Urban,72.2,Tertiary,54.8
Female,11.4,No,Urban,82.2,Secondary,77
Male,7.3,Yes,Urban,66.9,Secondary,56.3
Female,12.8,No,Urban,76.2,None,73.4
Male,9,No,Urban,97.4,Primary,71
Female,5.8,No,Urban,81.1,Secondary,57
Male,4.5,No,Urban,81.9,Primary,48.7
Male,8.6,No,Urban,61.7,Tertiary,66.1
Female,8.3,Yes,Urban,65,Primary,70.1
Male,13.2,No,Urban,99.1,Secondary,89.9
Male,10.7,No,Rural,81.6,None,63.4
Female,13.1,No,Urban,88.5,Primary,92.6
Female,8.9,No,Urban,68.3,Tertiary,66.5
Male,15.4,No,Urban,93.6,Secondary,91.9
Male,10.7,No,Rural,75.2,Tertiary,68
Male,11.8,No,Urban,83,Primary,73.6
Female,6.6,Yes,Urban,87.4,Primary,70.1
Female,11.8,No,Urban,85.5,Secondary,68.6
Male,3.8,No,Urban,77.4,Primary,40.2
Male,8.6,No,Rural,98.2,Primary,74.3
Male,6.6,Yes,Rural,96.5,None,75.3
Male,16,No,Urban,94,Tertiary,93
Female,8.8,Yes,Urban,66.6,None,82
Male,11,Yes,Urban,73.8,Tertiary,99.1
Male,13,No,Rural,60,Tertiary,72.2
Female,7.7,No,Urban,52.4,Primary,47.7
Female,2.5,Yes,Rural,97.8,Tertiary,55.1
Female,14.2,No,Urban,78,Secondary,82.3
Female,3,No,Rural,91,Tertiary,53
Male,14.9,Yes,Urban,87.7,None,90.9
Male,12.1,Yes,Urban,96.6,Primary,100
Female,7.8,No,Rural,69,Secondary,54.4
Female,8,No,Rural,93.5,None,56.9
Male,6.6,No,Urban,81.2,Primary,52.3
Male,10.2,Yes,Urban,51.7,Secondary,81.7
Male,7.7,No,Urban,70.8,Primary,56
Female,12.4,No,Urban,94.9,Primary,76.3
Female,11.3,Yes,Urban,70.4,Secondary,83.6
Female,6.8,No,Urban,97.5,Primary,64
Male,7.3,Yes,Urban,84.6,Secondary,82.4
Male,6.3,No,Urban,73.2,Tertiary,65.7
Male,12.1,No,Rural,55.4,Secondary,68.6
Female,16,No,Urban,86.5,None,95.2
Female,10.4,No,Rural,62.7,Secondary,67.7
Male,12.1,Yes,Rural,57.7,Primary,77.1
Male,8.6,Yes,Urban,100,Secondary,77.8
Female,3.5,No,Urban,76.4,Primary,44.9
Female,5.3,No,Rural,79.1,Secondary,55.5
Female,6,Yes,Rural,76.5,Tertiary,75.4
Male,13.5,No,Urban,84.4,Tertiary,80
Male,13.4,Yes,Urban,99.1,Tertiary,100
Female,12.2,No,Urban,87.5,Secondary,93
Male,6.5,No,Urban,75,Secondary,55.6
Female,7.2,Yes,Rural,77.5,Primary,66.9
Male,13.6,No,Rural,57.1,None,71.3
Male,14.6,No,Rural,96.1,Secondary,91.5
Male,11.1,Yes,Urban,87,Secondary,100
Female,12.6,Yes,Urban,85.1,Secondary,100
Male,16,No,Urban,51.1,Secondary,80.6
Female,13.8,No,Urban,97.9,Secondary,89.9
Male,16,No,Rural,94.3,Secondary,83.3
Female,9,No,Rural,95.5,Secondary,67.3
Female,8,No,Urban,93,Tertiary,69
Female,14.4,No,Rural,97,Primary,83.4
Female,9.8,No,Urban,64.8,Tertiary,72.5
Female,8.9,No,Rural,64.2,Primary,56.3
Male,16,No,Urban,54.8,Secondary,84.5
Male,10.5,Yes,Urban,65.5,Primary,82.7
Female,5.6,Yes,Rural,86.6,Secondary,66.9
Female,8.6,No,Urban,91.9,Secondary,72.3
Female,6,Yes,Rural,65.2,Secondary,65.6
Male,5,No,Rural,79.6,Primary,38.3
Female,8.7,No,Urban,93.1,None,71.6
Male,9.2,Yes,Rural,95.8,Tertiary,77.7
Female,12.5,No,Rural,74.3,Secondary,81.7
Male,15.9,No,Rural,60.2,Primary,84.3
Female,7.6,Yes,Urban,98.8,Primary,83.3
Male,3.4,No,Urban,94.9,Primary,35.9
Male,11.7,No,Rural,75.1,Tertiary,71.6
Female,3.2,No,Urban,69.7,Secondary,34.7
Female,9.1,No,Urban,65.5,Primary,64.6
Female,7.1,Yes,Urban,73,Primary,77.7
Female,9.3,No,Urban,79.1,Tertiary,66.7
Male,8.3,No,Urban,50.6,Secondary,51.3
Male,10,No,Rural,58.5,Primary,59.6
Male,11.9,No,Urban,54.9,Tertiary,74.4
Male,5.1,No,Rural,76.5,Secondary,43.3
Male,0,Yes,Rural,95.1,Secondary,40.3
Male,11.2,No,Rural,61.6,Secondary,65.1
Female,11.9,No,Urban,93.7,Primary,87
Male,9,No,Rural,79.1,Primary,55.1
Male,6.9,No,Urban,60.1,Tertiary,52.3
Male,8.6,No,Urban,72.3,Primary,57.4
Female,13.9,No,Rural,94,Tertiary,84.4
Male,16,No,Urban,92.9,None,92.1
Female,10.6,No,Urban,90.9,Tertiary,82.3
Male,11.4,No,Rural,76.8,Secondary,69.9
Male,14.5,Yes,Urban,53.1,Secondary,96.5
Female,8.2,Yes,Urban,97.4,Tertiary,92.5
Male,6.9,No,Rural,69.7,Secondary,58.7
Male,15.4,No,Urban,54.7,Secondary,75
Female,10.3,No,Urban,95.7,None,75.6
Female,4,Yes,Urban,98,Tertiary,72.6
Male,9.6,Yes,Urban,75.2,Secondary,82.8
Male,4.9,No,Urban,80.2,Tertiary,56.3
Female,9.1,Yes,Urban,51.1,Tertiary,76.3
Female,10.8,No,Urban,81.7,Secondary,80.5
Female,10.9,No,Rural,92.9,Primary,77.5
Female,10.9,No,Rural,65.5,None,57.5
Male,8,Yes,Urban,79.2,Secondary,80.4
Male,10.8,Yes,Rural,91.7,Secondary,86.9
Female,9.1,No,Urban,92.5,Secondary,77.8
Male,7.2,No,Urban,57.5,Secondary,59
Female,5.3,Yes,Urban,60.4,Primary,58.6
Female,8.9,No,Urban,74.6,Primary,66.4
Male,3.6,No,Urban,75.8,Tertiary,53.7
Female,14.4,Yes,Urban,59.1,Primary,93.9
Female,5.4,No,Urban,61.8,Secondary,40.6
Male,14.5,Yes,Rural,63.9,Secondary,87.3
Male,6,No,Rural,90,Tertiary,56.2
Female,10.1,No,Urban,78.6,None,63.7
Male,9,No,Urban,69.3,Primary,53.6
Male,11.8,Yes,Urban,61.6,Primary,75.2
Male,9.4,Yes,Urban,94.6,Secondary,94.2
Male,10.7,No,Rural,82.2,None,64.4
Male,7.2,No,Rural,89.8,Primary,54.5
